year,team_name,conference,division,Jersey,player_name,Yr,Pos,GP,GS,BA,OBPct,SlgPct,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,CS,Picked,SB,RBI2out,Ht,B/T,team_id,conference_id,player_id,player_url
2024,Capital,OAC,3,2,Ryan Brophy,Jr,INF,6,2,0.333,0.385,0.333,4,12,4,0,0,4,0,2,1,0,0,2,5,0,0,0,3,0,-,,574752,901,8264584,http://stats.ncaa.org/players/8264584?year_stat_category_id=15080
2024,Capital,OAC,3,36,Kaiden Patton,So,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574752,901,8267458,http://stats.ncaa.org/players/8267458?year_stat_category_id=15080
2024,Capital,OAC,3,18,Robby Harrison,So,C,33,32,0.35,0.455,0.505,17,103,36,6,2,52,2,22,14,6,0,0,26,2,0,0,2,0,-,,574752,901,8277130,http://stats.ncaa.org/players/8277130?year_stat_category_id=15080
2024,Capital,OAC,3,53,Noah Bromberg,So,P,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574752,901,8265056,http://stats.ncaa.org/players/8265056?year_stat_category_id=15080
2024,Capital,OAC,3,22,Connor Feeney,Sr,OF,38,38,0.278,0.348,0.354,19,144,40,6,1,51,1,26,10,7,3,0,23,4,0,0,1,0,-,,574752,901,8272117,http://stats.ncaa.org/players/8272117?year_stat_category_id=15080
2024,Capital,OAC,3,14,Kaleb Stafford,Jr,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574752,901,8269724,http://stats.ncaa.org/players/8269724?year_stat_category_id=15080
2024,Capital,OAC,3,4,Adam Frump,So,P,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574752,901,8286349,http://stats.ncaa.org/players/8286349?year_stat_category_id=15080
2024,Capital,OAC,3,35,Casey Wilkins,So,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574752,901,8284236,http://stats.ncaa.org/players/8284236?year_stat_category_id=15080
2024,Capital,OAC,3,10,Cade Anderson,Sr,OF,38,36,0.288,0.456,0.356,23,118,34,5,0,42,1,21,28,10,2,0,18,1,0,0,2,0,-,,574752,901,8280958,http://stats.ncaa.org/players/8280958?year_stat_category_id=15080
2024,Capital,OAC,3,20,Trevor Woodyard,So,P,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574752,901,8280989,http://stats.ncaa.org/players/8280989?year_stat_category_id=15080
2024,Capital,OAC,3,39,Tyler Sickles,Jr,P,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574752,901,8284692,http://stats.ncaa.org/players/8284692?year_stat_category_id=15080
2024,Capital,OAC,3,12,Kielan LaMarr,So,INF,38,37,0.189,0.333,0.246,23,122,23,7,0,30,0,12,17,10,1,1,27,2,3,0,4,0,-,,574752,901,8284995,http://stats.ncaa.org/players/8284995?year_stat_category_id=15080
2024,Capital,OAC,3,5,L. Kim,Fr,p,19,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,-,,574752,901,8595937,http://stats.ncaa.org/players/8595937?year_stat_category_id=15080
2024,Capital,OAC,3,27,Michael Andryszcz,Fr,OF,38,38,0.206,0.282,0.214,21,126,26,1,0,27,0,12,8,6,2,4,29,2,3,0,10,0,-,,574752,901,8595936,http://stats.ncaa.org/players/8595936?year_stat_category_id=15080
2024,Capital,OAC,3,31,J. Carpenter,N/A,3b,19,12,0.27,0.364,0.324,7,37,10,2,0,12,0,2,6,0,1,1,8,2,0,1,0,0,-,,574752,901,8596240,http://stats.ncaa.org/players/8596240?year_stat_category_id=15080
2024,Capital,OAC,3,25,B. Mohler,Sr,p,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574752,901,8595938,http://stats.ncaa.org/players/8595938?year_stat_category_id=15080
2024,Capital,OAC,3,47,T. Bebout,N/A,p,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574752,901,8596609,http://stats.ncaa.org/players/8596609?year_stat_category_id=15080
2024,Capital,OAC,3,6,Max Andrich,Fr,INF,11,4,0.222,0.333,0.222,3,18,4,0,0,4,0,0,3,0,0,0,6,1,0,0,0,0,-,,574752,901,8596237,http://stats.ncaa.org/players/8596237?year_stat_category_id=15080
2024,Capital,OAC,3,13,C. Boroff,N/A,ph,35,34,0.248,0.363,0.327,18,113,28,4,1,37,1,13,15,6,1,3,27,1,3,0,4,0,-,,574752,901,8596239,http://stats.ncaa.org/players/8596239?year_stat_category_id=15080
2024,Capital,OAC,3,37,B. Young,N/A,p,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574752,901,8596241,http://stats.ncaa.org/players/8596241?year_stat_category_id=15080
2024,Capital,OAC,3,9,D. Barnes,N/A,ph,11,9,0.156,0.243,0.188,3,32,5,1,0,6,0,8,4,0,1,0,5,1,0,0,0,0,-,,574752,901,8596238,http://stats.ncaa.org/players/8596238?year_stat_category_id=15080
2024,Capital,OAC,3,30,D. Stitt,N/A,p,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574752,901,8688191,http://stats.ncaa.org/players/8688191?year_stat_category_id=15080
2024,Capital,OAC,3,15,J. McCann,N/A,p,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574752,901,8685357,http://stats.ncaa.org/players/8685357?year_stat_category_id=15080
2024,Capital,OAC,3,3,B. Lewis,N/A,p,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574752,901,8681819,http://stats.ncaa.org/players/8681819?year_stat_category_id=15080
2024,Capital,OAC,3,23,A. Rocco,N/A,ph,8,2,0.154,0.267,0.462,3,13,2,1,0,6,1,2,1,1,0,0,3,0,0,0,0,0,-,,574752,901,8681821,http://stats.ncaa.org/players/8681821?year_stat_category_id=15080
2024,Capital,OAC,3,21,G. Mastroros,N/A,dh,8,3,0,0.071,0,2,13,0,0,0,0,0,1,1,0,0,1,3,0,0,0,0,0,-,,574752,901,8679257,http://stats.ncaa.org/players/8679257?year_stat_category_id=15080
2024,Capital,OAC,3,29,L. Detty,N/A,p,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574752,901,8681818,http://stats.ncaa.org/players/8681818?year_stat_category_id=15080
2024,Capital,OAC,3,26,S. Moats,N/A,c,12,5,0.25,0.375,0.25,7,20,5,0,0,5,0,3,3,1,0,0,8,1,0,0,1,0,-,,574752,901,8681820,http://stats.ncaa.org/players/8681820?year_stat_category_id=15080
2024,Capital,OAC,3,28,X. Hamid,N/A,rf,5,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-,,574752,901,8681825,http://stats.ncaa.org/players/8681825?year_stat_category_id=15080
2024,Capital,OAC,3,46,Jonathan Mitchner,Fr,ph,6,1,0.222,0.364,0.222,0,9,2,0,0,2,0,2,1,1,0,0,4,0,0,0,0,0,-,,574752,901,8681994,http://stats.ncaa.org/players/8681994?year_stat_category_id=15080
2024,Capital,OAC,3,48,D. Pfundt,N/A,p,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574752,901,8686523,http://stats.ncaa.org/players/8686523?year_stat_category_id=15080
2024,Capital,OAC,3,14,Colin Boldin,Fr,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574752,901,8688190,http://stats.ncaa.org/players/8688190?year_stat_category_id=15080
2024,Carleton,MIAC,3,26,Quinn Brannan,Jr,1B,1,1,0.6,0.6,0.6,2,5,3,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,-,R/R,574753,882,8271251,http://stats.ncaa.org/players/8271251?year_stat_category_id=15080
2024,Carleton,MIAC,3,2,Ryan Antrim,Sr,P,8,5,0,0.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-,R/R,574753,882,8264407,http://stats.ncaa.org/players/8264407?year_stat_category_id=15080
2024,Carleton,MIAC,3,29,Sam Gossard,So,OF,35,35,0.343,0.401,0.526,30,137,47,2,4,72,5,29,7,7,1,0,30,3,3,0,10,0,-,R/R,574753,882,8276332,http://stats.ncaa.org/players/8276332?year_stat_category_id=15080
2024,Carleton,MIAC,3,30,John Hurtubise,So,C,28,22,0.265,0.418,0.324,10,68,18,4,0,22,0,12,15,5,3,0,9,2,1,0,2,0,-,R/R,574753,882,8276415,http://stats.ncaa.org/players/8276415?year_stat_category_id=15080
2024,Carleton,MIAC,3,25,Andrew Sellers,So,INF,22,8,0.125,0.125,0.167,3,24,3,1,0,4,0,1,0,0,0,0,8,1,0,0,0,0,-,R/R,574753,882,8267115,http://stats.ncaa.org/players/8267115?year_stat_category_id=15080
2024,Carleton,MIAC,3,15,Ryan Chang,So,INF,30,30,0.327,0.392,0.533,22,107,35,6,2,57,4,23,12,0,1,0,16,3,1,1,5,0,-,R/R,574753,882,8267154,http://stats.ncaa.org/players/8267154?year_stat_category_id=15080
2024,Carleton,MIAC,3,22,Zach Gordon,Jr,INF,11,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,R/R,574753,882,8269197,http://stats.ncaa.org/players/8269197?year_stat_category_id=15080
2024,Carleton,MIAC,3,34,Ananth Iyer,Jr,P,33,31,0.348,0.404,0.517,24,89,31,10,1,46,1,20,6,3,1,0,19,4,0,0,1,0,-,R/R,574753,882,8275194,http://stats.ncaa.org/players/8275194?year_stat_category_id=15080
2024,Carleton,MIAC,3,1,Asher Stolberg,Jr,INF,7,6,0.5,0.545,0.65,7,20,10,1,1,13,0,7,1,1,0,0,0,0,1,0,5,0,-,R/R,574753,882,8274226,http://stats.ncaa.org/players/8274226?year_stat_category_id=15080
2024,Carleton,MIAC,3,3,Sam Zacks,Jr,P,33,32,0.28,0.389,0.336,24,107,30,4,1,36,0,11,5,16,3,1,17,2,2,3,19,0,-,R/R,574753,882,8267360,http://stats.ncaa.org/players/8267360?year_stat_category_id=15080
2024,Carleton,MIAC,3,41,Jackson Corcoran,So,P,8,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-,R/R,574753,882,8270605,http://stats.ncaa.org/players/8270605?year_stat_category_id=15080
2024,Carleton,MIAC,3,6,Steve Antrim,Sr,INF,34,31,0.297,0.385,0.486,22,111,33,12,0,54,3,19,15,2,2,0,36,0,1,0,6,0,-,R/R,574753,882,8275441,http://stats.ncaa.org/players/8275441?year_stat_category_id=15080
2024,Carleton,MIAC,3,4,Aaron Rice,Jr,OF,29,24,0.203,0.267,0.304,13,79,16,2,3,24,0,9,4,4,3,3,14,3,0,0,5,0,-,R/R,574753,882,8261414,http://stats.ncaa.org/players/8261414?year_stat_category_id=15080
2024,Carleton,MIAC,3,24,Thomas Wolf,Sr,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,R/R,574753,882,8264926,http://stats.ncaa.org/players/8264926?year_stat_category_id=15080
2024,Carleton,MIAC,3,45,Brayden Stark,Sr,DH,15,7,0.12,0.233,0.12,1,25,3,0,0,3,0,6,0,4,1,1,5,0,0,0,0,0,-,R/R,574753,882,8270652,http://stats.ncaa.org/players/8270652?year_stat_category_id=15080
2024,Carleton,MIAC,3,13,Nathan Barnhart,So,INF,31,27,0.28,0.393,0.293,14,75,21,1,0,22,0,10,12,2,0,1,14,0,0,1,2,0,-,R/R,574753,882,8270767,http://stats.ncaa.org/players/8270767?year_stat_category_id=15080
2024,Carleton,MIAC,3,38,Ethan Chan,So,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,R/R,574753,882,8259081,http://stats.ncaa.org/players/8259081?year_stat_category_id=15080
2024,Carleton,MIAC,3,35,Sam Chutkow,So,P,32,28,0.219,0.31,0.301,12,73,16,2,2,22,0,8,8,2,1,0,18,0,2,1,6,0,-,L/R,574753,882,8277230,http://stats.ncaa.org/players/8277230?year_stat_category_id=15080
2024,Carleton,MIAC,3,9,Aaron Thorne,Sr,OF,10,1,0.333,0.5,0.333,1,3,1,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,-,R/R,574753,882,8265177,http://stats.ncaa.org/players/8265177?year_stat_category_id=15080
2024,Carleton,MIAC,3,20,Sanjiv Bhogaraju,Jr,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,L/L,574753,882,8277471,http://stats.ncaa.org/players/8277471?year_stat_category_id=15080
2024,Carleton,MIAC,3,28,Jack Hommeyer,Jr,C,20,17,0.163,0.359,0.204,9,49,8,2,0,10,0,3,11,4,0,0,13,1,0,0,1,0,-,R/R,574753,882,8265518,http://stats.ncaa.org/players/8265518?year_stat_category_id=15080
2024,Carleton,MIAC,3,32,Theo Northover,So,INF,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,R/R,574753,882,8286679,http://stats.ncaa.org/players/8286679?year_stat_category_id=15080
2024,Carleton,MIAC,3,36,Will Schnepf,So,P,32,30,0.245,0.273,0.404,15,94,23,6,0,38,3,16,2,2,1,0,7,1,0,0,1,0,-,R/R,574753,882,8278628,http://stats.ncaa.org/players/8278628?year_stat_category_id=15080
2024,Carleton,MIAC,3,7,Kai Oishi,Sr,INF,16,6,0.125,0.364,0.125,3,16,2,0,0,2,0,3,4,2,0,1,7,0,0,0,0,0,-,B/R,574753,882,8283693,http://stats.ncaa.org/players/8283693?year_stat_category_id=15080
2024,Carleton,MIAC,3,14,Jordan Appelbaum,Jr,C,15,4,0.13,0.286,0.13,2,23,3,0,0,3,0,3,5,0,0,0,7,1,0,0,0,0,-,R/R,574753,882,8279980,http://stats.ncaa.org/players/8279980?year_stat_category_id=15080
2024,Carleton,MIAC,3,8,Jake Stern,So,P,9,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-,R/R,574753,882,8280021,http://stats.ncaa.org/players/8280021?year_stat_category_id=15080
2024,Carleton,MIAC,3,12,Dan Avillo,Fr,INF,14,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-,L/R,574753,882,8595917,http://stats.ncaa.org/players/8595917?year_stat_category_id=15080
2024,Carleton,MIAC,3,17,Brandon Damelin,Fr,,4,0,0.667,0.667,1,0,3,2,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,-,R/R,574753,882,8595918,http://stats.ncaa.org/players/8595918?year_stat_category_id=15080
2024,Carleton,MIAC,3,23,Braden Sebesta,Sr,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574753,882,8595921,http://stats.ncaa.org/players/8595921?year_stat_category_id=15080
2024,Carleton,MIAC,3,10,Jack Curtis,So,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,R/R,574753,882,8686515,http://stats.ncaa.org/players/8686515?year_stat_category_id=15080
2024,Carthage,CCIW,3,43,Nate Tyrpin,Fr,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574755,836,8706885,http://stats.ncaa.org/players/8706885?year_stat_category_id=15080
2024,Carthage,CCIW,3,38,Ethan Miller,Fr,p,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574755,836,8714327,http://stats.ncaa.org/players/8714327?year_stat_category_id=15080
2024,Carthage,CCIW,3,7,Drew Knecht,Sr,INF,42,39,0.246,0.319,0.296,21,142,35,4,0,42,1,12,10,6,2,3,21,2,1,0,1,0,-,,574755,836,8273770,http://stats.ncaa.org/players/8273770?year_stat_category_id=15080
2024,Carthage,CCIW,3,27,Oren Hill,Jr,OF,12,4,0.211,0.286,0.263,2,19,4,1,0,5,0,2,1,1,0,0,4,0,0,0,1,0,-,,574755,836,8259599,http://stats.ncaa.org/players/8259599?year_stat_category_id=15080
2024,Carthage,CCIW,3,5,Nick Caruso,Jr,INF,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574755,836,8277796,http://stats.ncaa.org/players/8277796?year_stat_category_id=15080
2024,Carthage,CCIW,3,24,Brendan Roberts,So,P,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574755,836,8264439,http://stats.ncaa.org/players/8264439?year_stat_category_id=15080
2024,Carthage,CCIW,3,36,Chuckie Smith,Jr,OF,20,2,0.105,0.143,0.263,5,19,2,0,0,5,1,3,0,1,1,0,9,0,0,0,1,0,-,,574755,836,8276728,http://stats.ncaa.org/players/8276728?year_stat_category_id=15080
2024,Carthage,CCIW,3,12,Matt Felber,Jr,3B,41,41,0.248,0.316,0.357,22,157,39,5,0,56,4,23,17,0,3,1,30,2,0,0,0,0,-,,574755,836,8277953,http://stats.ncaa.org/players/8277953?year_stat_category_id=15080
2024,Carthage,CCIW,3,31,Collin Callahan,Jr,SS,14,14,0.308,0.366,0.462,15,65,20,1,3,30,1,10,4,2,0,0,13,0,0,0,4,0,-,,574755,836,8258948,http://stats.ncaa.org/players/8258948?year_stat_category_id=15080
2024,Carthage,CCIW,3,25,James Lindenmuth,Jr,P,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574755,836,8260209,http://stats.ncaa.org/players/8260209?year_stat_category_id=15080
2024,Carthage,CCIW,3,37,Zander Tubbs,So,OF,39,37,0.333,0.379,0.567,36,150,50,12,1,85,7,24,6,5,0,0,38,2,2,0,1,0,3-Jun,R/R,574755,836,8260214,http://stats.ncaa.org/players/8260214?year_stat_category_id=15080
2024,Carthage,CCIW,3,28,P.J. Moser,Jr,1B,42,41,0.29,0.362,0.531,28,162,47,16,1,86,7,35,13,7,3,0,44,3,1,0,0,0,-,,574755,836,8268613,http://stats.ncaa.org/players/8268613?year_stat_category_id=15080
2024,Carthage,CCIW,3,22,Jake Fulton,Sr,OF,24,15,0.286,0.385,0.357,8,56,16,1,0,20,1,8,8,1,0,1,8,0,1,0,1,0,-,,574755,836,8269821,http://stats.ncaa.org/players/8269821?year_stat_category_id=15080
2024,Carthage,CCIW,3,32,Jacob Papagallo,Jr,P,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574755,836,8274668,http://stats.ncaa.org/players/8274668?year_stat_category_id=15080
2024,Carthage,CCIW,3,30,Mike Ciesla,Sr,C,18,9,0.243,0.333,0.297,4,37,9,0,1,11,0,1,1,4,0,1,15,0,0,0,1,0,-,,574755,836,8268681,http://stats.ncaa.org/players/8268681?year_stat_category_id=15080
2024,Carthage,CCIW,3,35,Logan Grimm,Jr,1B,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-,,574755,836,8259422,http://stats.ncaa.org/players/8259422?year_stat_category_id=15080
2024,Carthage,CCIW,3,21,Max  Tindall,So,INF,9,1,0.167,0.333,0.167,1,6,1,0,0,1,0,1,1,1,1,0,4,1,0,0,0,0,-,,574755,836,8260727,http://stats.ncaa.org/players/8260727?year_stat_category_id=15080
2024,Carthage,CCIW,3,33,Ryan Scanlon,Sr,P,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574755,836,8284164,http://stats.ncaa.org/players/8284164?year_stat_category_id=15080
2024,Carthage,CCIW,3,4,Evan Devine,Jr,INF,33,30,0.269,0.346,0.323,14,93,25,2,0,30,1,13,10,2,2,1,29,0,2,0,2,0,-,,574755,836,8281990,http://stats.ncaa.org/players/8281990?year_stat_category_id=15080
2024,Carthage,CCIW,3,10,AJ Gaca,So,C,40,39,0.267,0.336,0.57,25,135,36,8,0,77,11,35,10,5,2,2,36,2,0,0,0,0,-,,574755,836,8283216,http://stats.ncaa.org/players/8283216?year_stat_category_id=15080
2024,Carthage,CCIW,3,26,Dawson Gaynor,So,,7,2,0,0.125,0,1,7,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,-,,574755,836,8278439,http://stats.ncaa.org/players/8278439?year_stat_category_id=15080
2024,Carthage,CCIW,3,14,Kody Krekling,Jr,2B,41,41,0.266,0.347,0.444,32,169,45,13,1,75,5,29,19,4,4,0,37,5,2,3,4,0,-,,574755,836,8287046,http://stats.ncaa.org/players/8287046?year_stat_category_id=15080
2024,Carthage,CCIW,3,17,Bryce Schaum,Jr,P,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574755,836,8278517,http://stats.ncaa.org/players/8278517?year_stat_category_id=15080
2024,Carthage,CCIW,3,1,Wayne Karlstedt,Jr,INF,12,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-,,574755,836,8283502,http://stats.ncaa.org/players/8283502?year_stat_category_id=15080
2024,Carthage,CCIW,3,11,Joe Zuleger,Jr,1B,32,30,0.34,0.444,0.472,16,106,36,8,0,50,2,18,19,1,0,3,20,3,0,0,0,0,-,,574755,836,8280015,http://stats.ncaa.org/players/8280015?year_stat_category_id=15080
2024,Carthage,CCIW,3,34,Jake Hartman Jr.,Jr,P,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574755,836,8278848,http://stats.ncaa.org/players/8278848?year_stat_category_id=15080
2024,Carthage,CCIW,3,2,Troy Zastrow,Sr,P,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574755,836,8278850,http://stats.ncaa.org/players/8278850?year_stat_category_id=15080
2024,Carthage,CCIW,3,29,Ethan Engelfried,So,P,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574755,836,8283975,http://stats.ncaa.org/players/8283975?year_stat_category_id=15080
2024,Carthage,CCIW,3,19,Max Cairo,So,UT,40,32,0.27,0.307,0.46,21,137,37,6,1,63,6,27,7,2,4,2,30,3,2,0,2,0,Jun-00,R/R,574755,836,8596106,http://stats.ncaa.org/players/8596106?year_stat_category_id=15080
2024,Carthage,CCIW,3,16,Billy Stathopoulos,Fr,OF,2,0,0.5,0.5,0.5,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-,,574755,836,8595630,http://stats.ncaa.org/players/8595630?year_stat_category_id=15080
2024,Carthage,CCIW,3,3,Santino Pignotti-Wojtak,Fr,P,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574755,836,8595628,http://stats.ncaa.org/players/8595628?year_stat_category_id=15080
2024,Carthage,CCIW,3,18,Ashton Duvall,Fr,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574755,836,8595631,http://stats.ncaa.org/players/8595631?year_stat_category_id=15080
2024,Carthage,CCIW,3,23,Zach Stuck,Fr,OF,10,1,0.2,0.273,0.2,1,10,2,0,0,2,0,0,0,1,0,0,4,0,0,0,0,0,-,,574755,836,8595634,http://stats.ncaa.org/players/8595634?year_stat_category_id=15080
2024,Carthage,CCIW,3,9,A. Boyle,N/A,p,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574755,836,8681295,http://stats.ncaa.org/players/8681295?year_stat_category_id=15080
2024,Carthage,CCIW,3,20,D. Gutke,N/A,p,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574755,836,8688507,http://stats.ncaa.org/players/8688507?year_stat_category_id=15080
2024,Carthage,CCIW,3,15,Ryan Kosiek,Fr,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574755,836,8688617,http://stats.ncaa.org/players/8688617?year_stat_category_id=15080
2024,Carthage,CCIW,3,13,L. Wagner,N/A,p,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574755,836,8681296,http://stats.ncaa.org/players/8681296?year_stat_category_id=15080
2024,Carthage,CCIW,3,8,Nick Sheren,Sr,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574755,836,8686562,http://stats.ncaa.org/players/8686562?year_stat_category_id=15080
2024,Carthage,CCIW,3,15,D. Bruggeman,N/A,ss,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,574755,836,8687094,http://stats.ncaa.org/players/8687094?year_stat_category_id=15080
2024,Catholic,Landmark,3,38,Daniel Nellum,Fr,INF,5,0,0.167,0.25,0.167,0,6,1,0,0,1,0,2,1,0,1,0,1,1,0,0,0,0,2-Jun,L/R,574758,30101,8458257,http://stats.ncaa.org/players/8458257?year_stat_category_id=15080
2024,Catholic,Landmark,3,24,Cormac Terry,Sr,P,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jun-00,R/R,574758,30101,8269959,http://stats.ncaa.org/players/8269959?year_stat_category_id=15080
2024,Catholic,Landmark,3,3,Lucky Perrotto,Jr,P,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9-May,R/L,574758,30101,8259513,http://stats.ncaa.org/players/8259513?year_stat_category_id=15080
2024,Catholic,Landmark,3,35,Jake Davidson,Sr,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2-Jun,L/R,574758,30101,8458255,http://stats.ncaa.org/players/8458255?year_stat_category_id=15080
2024,Catholic,Landmark,3,33,Danny Prior,Jr,P,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3-Jun,L/L,574758,30101,8269004,http://stats.ncaa.org/players/8269004?year_stat_category_id=15080
2024,Catholic,Landmark,3,23,Ryan O'Keefe,Sr,P,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4-Jun,L/R,574758,30101,8261093,http://stats.ncaa.org/players/8261093?year_stat_category_id=15080
2024,Catholic,Landmark,3,42,Mitchel Johnson,Jr,1B,45,45,0.306,0.418,0.547,34,170,52,15,1,93,8,49,32,5,6,0,36,4,0,2,0,0,4-Jun,R/R,574758,30101,8267184,http://stats.ncaa.org/players/8267184?year_stat_category_id=15080
2024,Catholic,Landmark,3,2,Justin McCarthy,Jr,INF,21,11,0.122,0.265,0.146,9,41,5,1,0,6,0,3,5,3,0,3,14,1,1,0,3,0,8-May,R/R,574758,30101,8264734,http://stats.ncaa.org/players/8264734?year_stat_category_id=15080
2024,Catholic,Landmark,3,20,Jake Kenney,So,P,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1-Jun,R/R,574758,30101,8274179,http://stats.ncaa.org/players/8274179?year_stat_category_id=15080
2024,Catholic,Landmark,3,37,Will Hanson,So,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11-May,R/R,574758,30101,8267551,http://stats.ncaa.org/players/8267551?year_stat_category_id=15080
2024,Catholic,Landmark,3,28,Camden Mounts,Sr,P,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jun-00,L/L,574758,30101,8270753,http://stats.ncaa.org/players/8270753?year_stat_category_id=15080
